"INDIC_SB";"NACE_R2";"GEO";"FREQ";"obsTime";"obsValue";"OBS_STATUS";"OBS_FLAG"
"V11210";"J";"NL13";"A";"2011";1117;NA;NA
"V11210";"J";"NL13";"A";"2010";1034;NA;NA
"V11210";"J";"NL13";"A";"2009";657;NA;NA
"V11210";"J";"NL13";"A";"2008";599;NA;NA
"V11210";"J";"NL34";"A";"2013";999;NA;NA
"V11210";"J";"NL34";"A";"2012";738;NA;NA
"V11210";"J";"NL34";"A";"2011";652;NA;NA
"V11210";"J";"NL34";"A";"2010";603;NA;NA
"V11210";"J";"NL34";"A";"2009";384;NA;NA
"V11210";"J";"NL34";"A";"2008";367;NA;NA
"V11210";"J";"UKC1";"A";"2013";1027;NA;NA
"V11210";"J";"UKC1";"A";"2012";953;NA;NA
"V11210";"J";"UKC1";"A";"2011";963;NA;NA
"V11210";"J";"UKC1";"A";"2010";907;NA;NA
"V11210";"J";"UKC1";"A";"2009";923;NA;NA
"V11210";"J";"UKC1";"A";"2008";987;NA;NA
"V11210";"J";"UKE2";"A";"2013";1604;NA;NA
"V11210";"J";"UKE2";"A";"2012";1527;NA;NA
"V11210";"J";"UKE2";"A";"2011";1467;NA;NA
"V11210";"J";"UKE2";"A";"2010";1393;NA;NA
"V11210";"J";"UKE2";"A";"2009";1429;NA;NA
"V11210";"J";"UKE2";"A";"2008";1495;NA;NA
"V11210";"L";"AT32";"A";"2013";1878;NA;NA
"V11210";"L";"AT32";"A";"2012";1611;NA;NA
"V11210";"L";"AT32";"A";"2011";1514;NA;NA
"V11210";"L";"AT32";"A";"2010";1439;NA;NA
"V11210";"L";"AT32";"A";"2009";1313;NA;NA
"V11210";"L";"AT32";"A";"2008";1282;NA;NA
"V11210";"L";"AT33";"A";"2013";2027;NA;NA
"V11210";"L";"AT33";"A";"2012";1785;NA;NA
"V11210";"L";"AT33";"A";"2011";1639;NA;NA
"V11210";"L";"AT33";"A";"2010";1570;NA;NA
"V11210";"L";"AT33";"A";"2009";1431;NA;NA
"V11210";"L";"AT33";"A";"2008";1449;NA;NA
"V11210";"L";"BE22";"A";"2013";2879;NA;NA
"V11210";"L";"BE22";"A";"2012";2698;NA;NA
"V11210";"L";"BE22";"A";"2011";2638;NA;NA
"V11210";"L";"BE22";"A";"2010";2358;NA;NA
"V11210";"L";"BE22";"A";"2009";1742;NA;NA
"V11210";"L";"BE22";"A";"2008";1165;NA;NA
"V11210";"L";"ES13";"A";"2013";1387;NA;NA
"V11210";"L";"ES13";"A";"2012";1289;NA;NA
"V11210";"L";"ES13";"A";"2011";1237;NA;NA
"V11210";"L";"ES13";"A";"2010";1315;NA;NA
"V11210";"L";"ES13";"A";"2009";1239;NA;NA
"V11210";"L";"ES13";"A";"2008";1157;NA;NA
"V11210";"L";"ITH1";"A";"2013";2570;NA;NA
"V11210";"L";"ITH1";"A";"2012";2429;NA;NA
"V11210";"L";"ITH1";"A";"2011";2888;NA;NA
"V11210";"L";"ITH1";"A";"2010";NA;"na";NA
"V11210";"L";"ITH1";"A";"2009";NA;"na";NA
"V11210";"L";"ITH1";"A";"2008";NA;"na";NA
"V11210";"L";"ITH2";"A";"2013";2747;NA;NA
"V11210";"L";"ITH2";"A";"2012";2646;NA;NA
"V11210";"L";"ITH2";"A";"2011";2924;NA;NA
"V11210";"L";"ITH2";"A";"2010";NA;"na";NA
"V11210";"L";"ITH2";"A";"2009";NA;"na";NA
"V11210";"L";"ITH2";"A";"2008";NA;"na";NA
"V11210";"L";"MT";"A";"2013";1408;NA;NA
"V11210";"L";"MT";"A";"2012";1560;NA;NA
"V11210";"L";"MT";"A";"2011";1586;NA;NA
"V11210";"L";"MT";"A";"2010";1769;NA;NA
"V11210";"L";"MT";"A";"2009";1672;NA;NA
"V11210";"L";"MT";"A";"2008";1241;NA;NA
"V11210";"L";"NL12";"A";"2013";1029;NA;NA
"V11210";"L";"NL12";"A";"2012";1260;NA;NA
"V11210";"L";"NL12";"A";"2011";1238;NA;NA
"V11210";"L";"NL12";"A";"2010";1203;NA;NA
"V11210";"L";"NL12";"A";"2009";717;NA;NA
"V11210";"L";"NL12";"A";"2008";647;NA;NA
"V11210";"L";"NL13";"A";"2013";714;NA;NA
"V11210";"L";"NL13";"A";"2012";796;NA;NA
"V11210";"L";"NL13";"A";"2011";746;NA;NA
"V11210";"L";"NL13";"A";"2010";763;NA;NA
"V11210";"L";"NL13";"A";"2009";479;NA;NA
"V11210";"L";"NL13";"A";"2008";477;NA;NA
"V11210";"L";"NL34";"A";"2013";858;NA;NA
"V11210";"L";"NL34";"A";"2012";873;NA;NA
"V11210";"L";"NL34";"A";"2011";837;NA;NA
"V11210";"L";"NL34";"A";"2010";798;NA;NA
"V11210";"L";"NL34";"A";"2009";494;NA;NA
"V11210";"L";"NL34";"A";"2008";464;NA;NA
"V11210";"L";"UKC1";"A";"2013";856;NA;NA
"V11210";"L";"UKC1";"A";"2012";841;NA;NA
"V11210";"L";"UKC1";"A";"2011";837;NA;NA
"V11210";"L";"UKC1";"A";"2010";846;NA;NA
"V11210";"L";"UKC1";"A";"2009";852;NA;NA
"V11210";"L";"UKC1";"A";"2008";860;NA;NA
"V11210";"L";"UKE2";"A";"2013";1619;NA;NA
"V11210";"L";"UKE2";"A";"2012";1445;NA;NA
"V11210";"L";"UKE2";"A";"2011";1388;NA;NA
"V11210";"L";"UKE2";"A";"2010";1424;NA;NA
"V11210";"L";"UKE2";"A";"2009";1371;NA;NA
"V11210";"L";"UKE2";"A";"2008";1358;NA;NA
"V11210";"M";"AT32";"A";"2013";4853;NA;NA
"V11210";"M";"AT32";"A";"2012";4645;NA;NA
"V11210";"M";"AT32";"A";"2011";4501;NA;NA
"V11210";"M";"AT32";"A";"2010";4421;NA;NA
"V11210";"M";"AT32";"A";"2009";4168;NA;NA
"V11210";"M";"AT32";"A";"2008";4039;NA;NA
"V11210";"M";"AT33";"A";"2013";5710;NA;NA
"V11210";"M";"AT33";"A";"2012";5475;NA;NA
"V11210";"M";"AT33";"A";"2011";5312;NA;NA
"V11210";"M";"AT33";"A";"2010";5248;NA;NA
"V11210";"M";"AT33";"A";"2009";4915;NA;NA
"V11210";"M";"AT33";"A";"2008";4832;NA;NA
"V11210";"M";"BE22";"A";"2013";7856;NA;NA
"V11210";"M";"BE22";"A";"2012";7474;NA;NA
"V11210";"M";"BE22";"A";"2011";7104;NA;NA
"V11210";"M";"BE22";"A";"2010";6883;NA;NA
"V11210";"M";"BE22";"A";"2009";5496;NA;NA
"V11210";"M";"BE22";"A";"2008";5119;NA;NA
"V11210";"M";"ES13";"A";"2013";4010;NA;NA
"V11210";"M";"ES13";"A";"2012";3648;NA;NA
"V11210";"M";"ES13";"A";"2011";3728;NA;NA
"V11210";"M";"ES13";"A";"2010";3928;NA;NA
"V11210";"M";"ES13";"A";"2009";3998;NA;NA
"V11210";"M";"ES13";"A";"2008";4169;NA;NA
"V11210";"M";"ITH1";"A";"2013";5745;NA;NA
"V11210";"M";"ITH1";"A";"2012";5773;NA;NA
"V11210";"M";"ITH1";"A";"2011";5880;NA;NA
"V11210";"M";"ITH1";"A";"2010";NA;"na";NA
"V11210";"M";"ITH1";"A";"2009";NA;"na";NA
"V11210";"M";"ITH1";"A";"2008";NA;"na";NA
"V11210";"M";"ITH2";"A";"2013";6162;NA;NA
"V11210";"M";"ITH2";"A";"2012";6295;NA;NA
"V11210";"M";"ITH2";"A";"2011";6609;NA;NA
"V11210";"M";"ITH2";"A";"2010";NA;"na";NA
"V11210";"M";"ITH2";"A";"2009";NA;"na";NA
"V11210";"M";"ITH2";"A";"2008";NA;"na";NA
"V11210";"M";"MT";"A";"2013";3015;NA;NA
"V11210";"M";"MT";"A";"2012";3375;NA;NA
"V11210";"M";"MT";"A";"2011";3452;NA;NA
"V11210";"M";"MT";"A";"2010";3931;NA;NA
"V11210";"M";"MT";"A";"2009";3578;NA;NA
"V11210";"M";"MT";"A";"2008";4148;NA;NA
"V11210";"M";"NL12";"A";"2013";9660;NA;NA
"V11210";"M";"NL12";"A";"2012";7536;NA;NA
"V11210";"M";"NL12";"A";"2011";6865;NA;NA
"V11210";"M";"NL12";"A";"2010";6486;NA;NA
"V11210";"M";"NL12";"A";"2009";3839;NA;NA
"V11210";"M";"NL12";"A";"2008";3459;NA;NA
"V11210";"M";"NL13";"A";"2013";6575;NA;NA
"V11210";"M";"NL13";"A";"2012";5022;NA;NA
"V11210";"M";"NL13";"A";"2011";4640;NA;NA
"V11210";"M";"NL13";"A";"2010";4336;NA;NA
"V11210";"M";"NL13";"A";"2009";3091;NA;NA
"V11210";"M";"NL13";"A";"2008";2847;NA;NA
"V11210";"M";"NL34";"A";"2013";4589;NA;NA
"V11210";"M";"NL34";"A";"2012";3506;NA;NA
"V11210";"M";"NL34";"A";"2011";3147;NA;NA
"V11210";"M";"NL34";"A";"2010";2932;NA;NA
"V11210";"M";"NL34";"A";"2009";2041;NA;NA
"V11210";"M";"NL34";"A";"2008";1930;NA;NA
"V11210";"M";"UKC1";"A";"2013";5159;NA;NA
"V11210";"M";"UKC1";"A";"2012";4659;NA;NA
"V11210";"M";"UKC1";"A";"2011";4496;NA;NA
"V11210";"M";"UKC1";"A";"2010";4100;NA;NA
"V11210";"M";"UKC1";"A";"2009";4041;NA;NA
"V11210";"M";"UKC1";"A";"2008";4037;NA;NA
"V11210";"M";"UKE2";"A";"2013";5205;NA;NA
"V11210";"M";"UKE2";"A";"2012";4918;NA;NA
"V11210";"M";"UKE2";"A";"2011";4798;NA;NA
"V11210";"M";"UKE2";"A";"2010";4601;NA;NA
"V11210";"M";"UKE2";"A";"2009";4451;NA;NA
"V11210";"M";"UKE2";"A";"2008";4444;NA;NA
"V11210";"N";"AT32";"A";"2013";1446;NA;NA
"V11210";"N";"AT32";"A";"2012";1356;NA;NA
"V11210";"N";"AT32";"A";"2011";1283;NA;NA
"V11210";"N";"AT32";"A";"2010";1300;NA;NA
"V11210";"N";"AT32";"A";"2009";1274;NA;NA
"V11210";"N";"AT32";"A";"2008";1279;NA;NA
"V11210";"N";"AT33";"A";"2013";1690;NA;NA
"V11210";"N";"AT33";"A";"2012";1570;NA;NA
"V11210";"N";"AT33";"A";"2011";1527;NA;NA
"V11210";"N";"AT33";"A";"2010";1543;NA;NA
"V11210";"N";"AT33";"A";"2009";1446;NA;NA
"V11210";"N";"AT33";"A";"2008";1456;NA;NA
"V11210";"N";"BE22";"A";"2013";2665;NA;NA
"V11210";"N";"BE22";"A";"2012";2371;NA;NA
"V11210";"N";"BE22";"A";"2011";2450;NA;NA
"V11210";"N";"BE22";"A";"2010";2411;NA;NA
"V11210";"N";"BE22";"A";"2009";1889;NA;NA
"V11210";"N";"BE22";"A";"2008";1242;NA;NA
"V11210";"N";"ES13";"A";"2013";1592;NA;NA
"V11210";"N";"ES13";"A";"2012";1482;NA;NA
"V11210";"N";"ES13";"A";"2011";1497;NA;NA
"V11210";"N";"ES13";"A";"2010";1492;NA;NA
"V11210";"N";"ES13";"A";"2009";1563;NA;NA
"V11210";"N";"ES13";"A";"2008";1521;NA;NA
"V11210";"N";"ITH1";"A";"2013";1119;NA;NA
"V11210";"N";"ITH1";"A";"2012";1185;NA;NA
"V11210";"N";"ITH1";"A";"2011";1294;NA;NA
"V11210";"N";"ITH1";"A";"2010";NA;"na";NA
"V11210";"N";"ITH1";"A";"2009";NA;"na";NA
"V11210";"N";"ITH1";"A";"2008";NA;"na";NA
"V11210";"N";"ITH2";"A";"2013";1120;NA;NA
"V11210";"N";"ITH2";"A";"2012";1130;NA;NA
"V11210";"N";"ITH2";"A";"2011";1459;NA;NA
"V11210";"N";"ITH2";"A";"2010";NA;"na";NA
"V11210";"N";"ITH2";"A";"2009";NA;"na";NA
"V11210";"N";"ITH2";"A";"2008";NA;"na";NA
"V11210";"N";"MT";"A";"2013";1376;NA;NA
"V11210";"N";"MT";"A";"2012";1457;NA;NA
"V11210";"N";"MT";"A";"2011";1516;NA;NA
"V11210";"N";"MT";"A";"2010";1654;NA;NA
"V11210";"N";"MT";"A";"2009";1585;NA;NA
"V11210";"N";"MT";"A";"2008";1818;NA;NA
"V11210";"N";"NL12";"A";"2013";2360;NA;NA
"V11210";"N";"NL12";"A";"2012";1892;NA;NA
"V11210";"N";"NL12";"A";"2011";1759;NA;NA
"V11210";"N";"NL12";"A";"2010";1701;NA;NA
"V11210";"N";"NL12";"A";"2009";1369;NA;NA
"V11210";"N";"NL12";"A";"2008";1281;NA;NA
"V11210";"N";"NL13";"A";"2013";1911;NA;NA
"V11210";"N";"NL13";"A";"2012";1517;NA;NA
"V11210";"N";"NL13";"A";"2011";1397;NA;NA
"V11210";"N";"NL13";"A";"2010";1319;NA;NA
"V11210";"N";"NL13";"A";"2009";1100;NA;NA
"V11210";"N";"NL13";"A";"2008";1026;NA;NA
"V11210";"N";"NL34";"A";"2013";1559;NA;NA
"V11210";"N";"NL34";"A";"2012";1200;NA;NA
"V11210";"N";"NL34";"A";"2011";1113;NA;NA
"V11210";"N";"NL34";"A";"2010";1060;NA;NA
"V11210";"N";"NL34";"A";"2009";838;NA;NA
"V11210";"N";"NL34";"A";"2008";783;NA;NA
"V11210";"N";"UKC1";"A";"2013";2109;NA;NA
"V11210";"N";"UKC1";"A";"2012";2159;NA;NA
"V11210";"N";"UKC1";"A";"2011";2280;NA;NA
"V11210";"N";"UKC1";"A";"2010";2143;NA;NA
"V11210";"N";"UKC1";"A";"2009";2245;NA;NA
"V11210";"N";"UKC1";"A";"2008";2322;NA;NA
"V11210";"N";"UKE2";"A";"2013";2588;NA;NA
"V11210";"N";"UKE2";"A";"2012";2459;NA;NA
"V11210";"N";"UKE2";"A";"2011";2567;NA;NA
"V11210";"N";"UKE2";"A";"2010";2464;NA;NA
"V11210";"N";"UKE2";"A";"2009";2496;NA;NA
"V11210";"N";"UKE2";"A";"2008";2500;NA;NA
"V11210";"S95";"AT32";"A";"2013";108;NA;NA
"V11210";"S95";"AT32";"A";"2012";106;NA;NA
"V11210";"S95";"AT32";"A";"2011";107;NA;NA
"V11210";"S95";"AT32";"A";"2010";113;NA;NA
"V11210";"S95";"AT32";"A";"2009";109;NA;NA
"V11210";"S95";"AT32";"A";"2008";107;NA;NA
"V11210";"S95";"AT33";"A";"2013";142;NA;NA
"V11210";"S95";"AT33";"A";"2012";147;NA;NA
"V11210";"S95";"AT33";"A";"2011";146;NA;NA
"V11210";"S95";"AT33";"A";"2010";147;NA;NA
"V11210";"S95";"AT33";"A";"2009";137;NA;NA
"V11210";"S95";"AT33";"A";"2008";133;NA;NA
"V11210";"S95";"BE22";"A";"2013";288;NA;NA
"V11210";"S95";"BE22";"A";"2012";296;NA;NA
"V11210";"S95";"BE22";"A";"2011";264;NA;NA
"V11210";"S95";"BE22";"A";"2010";224;NA;NA
"V11210";"S95";"BE22";"A";"2009";201;NA;NA
"V11210";"S95";"BE22";"A";"2008";237;NA;NA
"V11210";"S95";"ES13";"A";"2013";322;NA;NA
"V11210";"S95";"ES13";"A";"2012";330;NA;NA
"V11210";"S95";"ES13";"A";"2011";320;NA;NA
"V11210";"S95";"ES13";"A";"2010";253;NA;NA
"V11210";"S95";"ES13";"A";"2009";266;NA;NA
"V11210";"S95";"ES13";"A";"2008";271;NA;NA
"V11210";"S95";"ITH1";"A";"2013";207;NA;NA
"V11210";"S95";"ITH1";"A";"2012";205;NA;NA
"V11210";"S95";"ITH1";"A";"2011";208;NA;NA
"V11210";"S95";"ITH1";"A";"2010";NA;"na";NA
"V11210";"S95";"ITH1";"A";"2009";NA;"na";NA
"V11210";"S95";"ITH1";"A";"2008";NA;"na";NA
"V11210";"S95";"ITH2";"A";"2013";161;NA;NA
"V11210";"S95";"ITH2";"A";"2012";184;NA;NA
"V11210";"S95";"ITH2";"A";"2011";236;NA;NA
"V11210";"S95";"ITH2";"A";"2010";NA;"na";NA
"V11210";"S95";"ITH2";"A";"2009";NA;"na";NA
"V11210";"S95";"ITH2";"A";"2008";NA;"na";NA
"V11210";"S95";"MT";"A";"2013";233;NA;NA
"V11210";"S95";"MT";"A";"2012";288;NA;NA
"V11210";"S95";"MT";"A";"2011";297;NA;NA
"V11210";"S95";"MT";"A";"2010";372;NA;NA
"V11210";"S95";"MT";"A";"2009";323;NA;NA
"V11210";"S95";"MT";"A";"2008";367;NA;NA
"V11210";"S95";"NL12";"A";"2013";422;NA;NA
"V11210";"S95";"NL12";"A";"2012";327;NA;NA
"V11210";"S95";"NL12";"A";"2011";319;NA;NA
"V11210";"S95";"NL12";"A";"2010";306;NA;NA
"V11210";"S95";"NL12";"A";"2009";220;NA;NA
"V11210";"S95";"NL12";"A";"2008";208;NA;NA
"V11210";"S95";"NL13";"A";"2013";334;NA;NA
"V11210";"S95";"NL13";"A";"2012";284;NA;NA
"V11210";"S95";"NL13";"A";"2011";259;NA;NA
"V11210";"S95";"NL13";"A";"2010";258;NA;NA
"V11210";"S95";"NL13";"A";"2009";191;NA;NA
"V11210";"S95";"NL13";"A";"2008";180;NA;NA
"V11210";"S95";"NL34";"A";"2013";194;NA;NA
"V11210";"S95";"NL34";"A";"2012";163;NA;NA
"V11210";"S95";"NL34";"A";"2011";154;NA;NA
"V11210";"S95";"NL34";"A";"2010";158;NA;NA
"V11210";"S95";"NL34";"A";"2009";133;NA;NA
"V11210";"S95";"NL34";"A";"2008";135;NA;NA
"V11210";"S95";"UKC1";"A";"2013";102;NA;NA
"V11210";"S95";"UKC1";"A";"2012";106;NA;NA
"V11210";"S95";"UKC1";"A";"2011";108;NA;NA
"V11210";"S95";"UKC1";"A";"2010";94;NA;NA
"V11210";"S95";"UKC1";"A";"2009";81;NA;NA
"V11210";"S95";"UKC1";"A";"2008";84;NA;NA
"V11210";"S95";"UKE2";"A";"2013";98;NA;NA
"V11210";"S95";"UKE2";"A";"2012";95;NA;NA
"V11210";"S95";"UKE2";"A";"2011";86;NA;NA
"V11210";"S95";"UKE2";"A";"2010";90;NA;NA
"V11210";"S95";"UKE2";"A";"2009";81;NA;NA
"V11210";"S95";"UKE2";"A";"2008";88;NA;NA
